ID	GrossMonthlyIncome	CreditCardPayment	CarPayment	StudentLoanPayments	AppraisedValue	DownPayment	LoanAmount	MonthlyMortgagePayment	CreditScore
5082	9336	472	444	347	301765	60353	241412	1295.95	747
5083	3427	435	355	209	274912	71477.12	203434.88	1219.69	654
5084	3971	460	385	443	499222	134789.94	364432.06	1536.46	805
5085	5456	316	399	218	354911	53236.65	301674.35	2007.05	620
5086	4840	283	354	247	374050	52367	321683	2360.4	531
5087	2362	249	457	324	439633	96719.26	342913.74	2516.18	594
5088	4448	301	386	284	396033	27722.31	368310.69	2208.21	663
5089	7802	233	461	400	440890	52906.8	387983.2	2846.88	515
5090	8866	295	368	201	363411	47243.43	316167.57	2103.47	617
5091	2739	251	458	344	277277	61000.94	216276.06	1161.02	748
5092	7514	455	403	305	278903	16734.18	262168.82	1744.22	622
5093	4620	255	461	372	234855	68107.95	166747.05	703.01	809
5094	9163	450	361	219	434154	108538.5	325615.5	2389.25	543
5095	2632	364	379	249	375843	41342.73	334500.27	2454.44	583
5096	9210	289	437	204	265991	37238.74	228752.26	1678.5	533
5097	3475	434	498	349	302122	48339.52	253782.48	1688.42	603
5098	4580	334	397	202	454988	104647.24	350340.76	2100.47	654
5099	4021	436	423	234	354435	88608.75	265826.25	1269.1	751
5100	5036	209	484	311	478688	90950.72	387737.28	1634.72	828
5101	9829	325	426	392	282195	19753.65	262441.35	1746.03	605
5102	2725	239	415	442	262033	49786.27	212246.73	1557.39	569
5103	5394	227	404	226	363587	58173.92	305413.08	2241.01	557
5104	4933	239	462	416	436688	87337.6	349350.4	1472.88	845
5105	9664	323	409	261	401179	72212.22	328966.78	2413.84	563
5106	4701	291	459	354	379185	79628.85	299556.15	2198.04	505
5107	2592	404	452	304	254437	48343.03	206093.97	1512.24	532
5108	3659	233	446	394	495271	94101.49	401169.51	2943.64	507
5109	7201	241	374	260	416362	112417.74	303944.26	2230.24	571
5110	6755	291	376	346	463756	60288.28	403467.72	2165.9	731
5111	6702	495	374	377	404452	117291.08	287160.92	1721.67	698
5112	7477	491	439	395	268683	61797.09	206885.91	1518.06	556
5113	5476	248	378	294	461813	60035.69	401777.31	1693.91	837
5114	9715	491	378	385	312562	56261.16	256300.84	1536.65	666
5115	5079	200	490	298	276457	77407.96	199049.04	1324.28	613
5116	7332	474	495	325	479538	129475.26	350062.74	2568.64	594
5117	3601	394	452	290	305910	85654.8	220255.2	1051.53	793
5118	5978	335	463	380	449609	125890.52	323718.48	2153.71	612
5119	2981	200	427	399	423782	101707.68	322074.32	1728.96	736
5120	7460	371	432	289	273337	19133.59	254203.41	1364.62	733
5121	5762	227	409	263	458854	87182.26	371671.74	1995.21	699
5122	2622	468	461	301	457292	77739.64	379552.36	2785.02	594
5123	6457	233	386	320	450533	103622.59	346910.41	2545.51	514
5124	9298	204	442	393	287439	43115.85	244323.15	1166.44	757
5125	4509	226	491	422	403383	36304.47	367078.53	2200.82	687
5126	3572	226	472	320	235490	68292.1	167197.9	1112.37	642
5127	9259	243	478	370	379374	64493.58	314880.42	2094.91	637
5128	7111	374	401	267	292834	46853.44	245980.56	1636.51	609
5129	8283	419	385	316	395613	90990.99	304622.01	2235.21	521
5130	3559	440	483	201	232350	23235	209115	1391.25	640
5131	5968	325	454	335	488100	141549	346551	1860.36	730
5132	4352	345	395	330	389440	93465.6	295974.4	1774.52	684
5133	4245	340	361	204	410827	98598.48	312228.52	1871.97	664
5134	5269	411	379	232	367756	47808.28	319947.72	1918.25	685
5135	2261	223	452	411	428173	72789.41	355383.59	2130.7	697
5136	5602	205	459	286	370580	107468.2	263111.8	1577.49	691
5137	2626	497	358	325	239561	33538.54	206022.46	1235.21	651
5138	2140	293	445	203	249872	54971.84	194900.16	821.71	838
5139	6391	256	461	390	356868	78510.96	278357.04	1668.89	673
5140	4275	408	444	433	430961	107740.25	323220.75	1543.11	768
5141	2734	322	494	291	310911	80836.86	230074.14	1688.2	587
5142	2007	279	492	439	251615	22645.35	228969.65	1680.1	588
5143	8166	407	491	416	317509	53976.53	263532.47	1111.06	842
5144	3925	490	417	435	315635	75752.4	239882.6	1287.74	731
5145	8377	228	388	317	328815	39457.8	289357.2	2123.2	546
5146	2410	494	413	313	490885	78541.6	412343.4	2743.33	635
5147	6975	260	419	285	438419	21920.95	416498.05	2497.12	667
5148	7067	314	387	346	362838	97966.26	264871.74	1116.71	809
5149	9254	370	460	263	354470	60259.9	294210.1	1957.39	627
5150	5962	416	399	228	244867	26935.37	217931.63	918.81	846
5151	8055	453	357	419	368695	84799.85	283895.15	1888.76	627
5152	4459	444	479	218	453507	72561.12	380945.88	2534.44	624
5153	4655	387	476	204	377984	109615.36	268368.64	1440.66	705
5154	6631	345	454	203	327119	94864.51	232254.49	1246.79	734
5155	2940	223	378	400	302082	51353.94	250728.06	1668.1	633
5156	9615	429	462	284	459111	119368.86	339742.14	2492.91	571
5157	6659	476	459	295	298951	20926.57	278024.43	1327.33	782
5158	2005	230	481	249	469655	89234.45	380420.55	2042.18	745
5159	8027	426	489	304	467318	65424.52	401893.48	1918.7	759
5160	4278	267	451	279	250949	15056.94	235892.06	994.53	845
5161	2561	209	476	213	410742	61611.3	349130.7	2561.8	584
5162	5185	481	396	231	372228	48389.64	323838.36	2154.5	632
5163	7826	317	379	320	494061	138337.08	355723.92	2610.18	557
5164	8187	210	393	381	349199	41903.88	307295.12	2044.44	631
5165	9382	382	370	282	433722	73732.74	359989.26	1718.64	762
5166	9559	387	495	288	434703	65205.45	369497.55	1983.54	738
5167	3728	383	374	385	236459	49656.39	186802.61	891.82	775
5168	4878	367	475	445	404176	44459.36	359716.64	1717.34	791
5169	4258	229	462	206	358125	39393.75	318731.25	1521.67	650
5170	2719	250	428	404	406379	65020.64	341358.36	2271.07	632
5171	7045	456	412	378	256589	23093.01	233495.99	1713.31	572
5172	5669	256	499	354	452923	95113.83	357809.17	2625.48	570
5173	7015	269	410	376	487487	24374.35	463112.65	3081.1	621
5174	4546	370	382	327	449522	130361.38	319160.62	2341.89	568
5175	4481	203	413	291	366210	54931.5	311278.5	2070.94	613
5176	4394	368	362	249	328343	75518.89	252824.11	1855.13	571
5177	3292	265	363	318	445990	44599	401391	2406.54	695
5178	3207	355	475	422	432902	116883.54	316018.46	2318.83	596
5179	3872	403	442	395	307964	67752.08	240211.92	1762.59	583
5180	2681	497	400	268	309720	52652.4	257067.6	1710.28	605
5181	6592	202	387	311	340138	54422.08	285715.92	2096.48	569
5182	3531	225	391	318	329994	72598.68	257395.32	1888.68	559
5183	2442	247	350	380	275400	13770	261630	1249.06	797
5184	9488	433	464	446	241058	48211.6	192846.4	1283.01	642
5185	6461	291	438	247	252332	52989.72	199342.28	951.69	783
5186	2918	344	406	361	364458	65602.44	298855.56	1426.78	756
5187	4670	458	359	363	280698	64560.54	216137.46	1295.85	654
5188	7763	401	480	311	447900	103017	344883	2530.63	561
5189	2727	273	411	366	476306	47630.6	428675.4	3145.47	577
5190	2393	248	447	420	321856	48278.4	273577.6	1820.12	619
5191	9191	294	483	285	329196	46087.44	283108.56	1193.6	816
5192	6995	346	409	439	394234	82789.14	311444.86	2285.27	591
5193	9911	367	362	386	425223	21261.15	403961.85	2168.55	748
5194	8388	430	487	272	289040	46246.4	242793.6	1615.31	607
5195	4556	303	352	220	461752	78497.84	383254.16	1829.71	761
5196	3540	469	436	320	395823	23749.38	372073.62	2730.14	599
5197	3543	214	353	334	300595	75148.75	225446.25	950.49	844
5198	9783	243	372	226	294708	35364.96	259343.04	1725.42	641
5199	3887	461	358	237	479389	105465.58	373923.42	2743.72	598
5200	2036	429	486	321	496633	54629.63	442003.37	3243.26	579
5201	5347	239	378	239	245027	34303.78	210723.22	1263.39	694
5202	2265	459	357	208	463011	78711.87	384299.13	2556.75	627
5203	9749	226	462	282	425824	21291.2	404532.8	2691.37	609
5204	7309	403	411	292	274496	24704.64	249791.36	1832.88	565
5205	5871	271	357	205	404996	48599.52	356396.48	1701.49	771
5206	9321	451	436	372	374344	86099.12	288244.88	1728.17	690
5207	3594	247	387	415	292600	46816	245784	1473.6	654
5208	3693	440	481	342	294123	58824.6	235298.4	1726.54	530
5209	2120	223	444	290	230214	48344.94	181869.06	868.27	758
5210	7500	247	413	431	269365	32323.8	237041.2	999.38	805
5211	4746	421	423	340	499996	39999.68	459996.32	3375.29	580
5212	9738	464	386	399	430252	25815.12	404436.88	1705.12	801
5213	5488	435	391	395	397368	79473.6	317894.4	1340.26	820
5214	3953	230	398	273	395489	75142.91	320346.09	1719.69	722
5215	5596	406	382	354	365364	40190.04	325173.96	2386.01	539
5216	5467	383	353	281	325856	45619.84	280236.16	1504.37	748
5217	7655	445	486	339	264632	29109.52	235522.48	1264.34	727
5218	5667	435	371	369	254405	25440.5	228964.5	1523.31	635
5219	5049	237	374	283	395714	35614.26	360099.74	1518.2	831
5220	8363	317	493	436	286908	28690.8	258217.2	1894.71	522
5221	3203	220	467	307	425996	85199.2	340796.8	1436.81	824
5222	5043	276	394	370	360281	28822.48	331458.52	1582.43	793
5223	7543	355	447	285	454124	127154.72	326969.28	1561	800
5224	5635	490	495	242	322332	64466.4	257865.6	1715.59	632
5225	8048	358	395	428	465389	65154.46	400234.54	1910.78	777
5226	8263	244	496	389	495153	79224.48	415928.52	2493.7	674
5227	9517	455	472	295	312001	74880.24	237120.76	1577.57	604
5228	5369	262	437	315	259093	46636.74	212456.26	1014.3	782
5229	5388	368	411	235	239236	35885.4	203350.6	1352.9	635
5230	7773	236	466	423	310277	15513.85	294763.15	1242.73	828
5231	3923	357	447	268	392520	102055.2	290464.8	1741.48	667
5232	6242	390	435	257	465662	135041.98	330620.02	2425.97	533
5233	8894	411	377	414	494649	64304.37	430344.63	3157.72	601
5234	4664	413	495	351	292934	17576.04	275357.96	2020.48	595
5235	4532	292	490	296	422096	42209.6	379886.4	1601.62	845
5236	7581	247	397	336	262286	73440.08	188845.92	796.18	841
5237	2089	337	375	444	391035	62565.6	328469.4	2185.32	632
5238	3059	367	401	338	241126	26523.86	214602.14	904.77	844
5239	2907	452	387	356	388041	97010.25	291030.75	1936.23	609
5240	6857	427	428	262	253206	27852.66	225353.34	1499.28	607
5241	5244	260	486	225	495573	94158.87	401414.13	1692.38	827
5242	8975	281	440	436	465803	37264.24	428538.76	2045.91	761
5243	6999	442	443	410	274295	35658.35	238636.65	1751.03	553
5244	6924	352	483	294	450547	94614.87	355932.13	2133.99	670
5245	5129	216	403	341	412715	53652.95	359062.05	2152.76	676
5246	2705	397	390	441	269615	40442.25	229172.75	966.2	832
5247	9787	229	350	200	255086	38262.9	216823.1	1590.97	504
5248	6349	439	435	299	413227	53719.51	359507.49	1929.91	724
5249	5313	493	486	381	362392	39863.12	322528.88	2145.79	617
5250	8347	249	437	430	313774	87856.72	225917.28	1212.77	704
5251	8827	235	420	395	286658	14332.9	272325.1	1998.23	540
5252	7556	288	368	282	299887	53979.66	245907.34	1474.34	680
5253	2697	321	449	324	268815	51074.85	217740.15	1305.46	675
5254	2638	329	361	378	362310	61592.7	300717.3	2206.56	543
5255	6230	267	493	400	401816	48217.92	353598.08	2594.58	531
5256	6819	305	401	427	395226	75092.94	320133.06	1919.36	666
5257	6953	366	358	432	367191	84453.93	282737.07	1517.79	734
5258	5388	250	459	240	406136	24368.16	381767.84	2801.28	567
5259	9864	333	427	316	494460	143393.4	351066.6	2104.82	681
5260	9676	472	425	302	453757	95288.97	358468.03	1511.32	836
5261	7640	250	469	360	460030	119607.8	340422.2	2041	687
5262	3079	444	391	287	253649	63412.25	190236.75	908.22	782
5263	2282	271	420	303	413735	33098.8	380636.2	2532.38	634
5264	2475	448	378	265	318166	54088.22	264077.78	1583.28	670
5265	7059	262	471	403	421327	88478.67	332848.33	1403.3	810
5266	3129	462	417	377	299549	44932.35	254616.65	1073.47	600
5267	3386	490	376	339	238787	33430.18	205356.82	1506.84	533
5268	3498	285	429	254	327289	19637.34	307651.66	1844.53	681
5269	4277	240	451	348	259291	31114.92	228176.08	1674.28	562
5270	4157	253	450	201	479056	91020.64	388035.36	2326.47	673
5271	2555	204	404	315	327943	62309.17	265633.83	1268.18	774
5272	4585	270	396	378	346973	55515.68	291457.32	1391.46	753
5273	8008	393	419	225	397627	43738.97	353888.03	2596.7	525
5274	6564	254	404	318	299086	71780.64	227305.36	1085.19	791
5275	8058	260	397	393	374500	26215	348285	1662.77	771
5276	6146	466	495	326	308529	49364.64	259164.36	1391.25	730
5277	4800	261	435	406	347918	66104.42	281813.58	2067.85	527
5278	4938	259	420	407	405332	40533.2	364798.8	2427.02	626
5279	9225	260	453	446	338167	30435.03	307731.97	1297.41	807
5280	5816	209	389	366	331371	46391.94	284979.06	1895.97	614
5281	3888	414	386	222	270510	35166.3	235343.7	1726.87	500
5282	6112	303	483	382	391910	23514.6	368395.4	1977.63	722
5283	6934	471	465	272	335969	77272.87	258696.13	1898.22	597
5284	5227	418	422	409	288197	43229.55	244967.45	1797.48	548
5285	3386	264	449	358	447400	89480	357920	2626.29	580
5286	5020	205	370	330	356471	67729.49	288741.51	2118.68	517
5287	6482	326	395	396	462285	97079.85	365205.15	1743.55	764
5288	7123	355	418	201	381385	38138.5	343246.5	2057.94	685
5289	2683	362	369	426	384981	73146.39	311834.61	1674	728
5290	9421	359	422	242	424876	80726.44	344149.56	2063.35	674
5291	5362	208	446	342	319382	60682.58	258699.42	1721.13	626
5292	3613	408	484	286	454253	90850.6	363402.4	1734.94	782
5293	3940	234	442	342	308867	24709.36	284157.64	1525.42	729
5294	8824	489	440	362	287840	63324.8	224515.2	1647.41	569
5295	9758	350	420	380	230902	18472.16	212429.84	1558.73	511
5296	9986	236	395	416	480680	48068	432612	2878.18	625
5297	4753	230	495	238	302100	69483	232617	1110.55	773
5298	2743	311	395	215	262986	42077.76	220908.24	1054.65	798
5299	3801	466	428	320	471270	70690.5	400579.5	2150.4	737
5300	6444	373	394	407	453937	118023.62	335913.38	1416.22	842
5301	7893	399	372	247	446584	93782.64	352801.36	2588.73	554
5302	7358	460	491	397	415664	62349.6	353314.4	1489.59	846
5303	6583	458	481	206	247703	34678.42	213024.58	1563.1	524
5304	8196	390	448	402	462264	124811.28	337452.72	2476.11	565
5305	8856	230	421	228	457952	87010.88	370941.12	2721.83	598
5306	3688	236	358	257	275352	44056.32	231295.68	1697.17	558
5307	2391	218	409	201	463927	78867.59	385059.41	2067.08	728
5308	9647	384	371	300	463859	134519.11	329339.89	1388.51	843
5309	9817	431	366	438	483893	53228.23	430664.77	2311.9	723
5310	4716	205	420	271	351708	84409.92	267298.08	1961.34	510
5311	4092	285	466	251	379824	53175.36	326648.64	1559.47	760
5312	8499	364	476	241	431077	21553.85	409523.15	3004.94	579
5313	2626	350	484	239	285411	82769.19	202641.81	1348.18	611
5314	9493	288	463	410	249114	39858.24	209255.76	1535.44	526
5315	3721	394	450	419	449809	53977.08	395831.92	2904.47	524
5316	7262	353	382	446	288197	48993.49	239203.51	1755.19	572
5317	4615	269	477	340	359971	97192.17	262778.83	1748.27	605
5318	6757	287	409	431	425145	72274.65	352870.35	2115.64	686
5319	7242	231	473	283	359268	35926.8	323341.2	2151.2	636
5320	8301	344	468	373	334464	66892.8	267571.2	1128.09	846
5321	2828	468	374	361	253059	58203.57	194855.43	821.52	799
5322	8987	349	356	261	339571	71309.91	268261.09	1968.4	585
5323	6600	262	488	408	268726	64494.24	204231.76	861.05	820
5324	4620	349	402	349	296111	32572.21	263538.79	1753.33	640
5325	8867	372	427	359	243455	65732.85	177722.15	848.47	756
5326	9337	396	381	373	404687	56656.18	348030.82	2086.62	651
5327	5471	295	431	439	454507	86356.33	368150.67	2449.32	632
5328	5286	214	497	232	444615	22230.75	422384.25	1780.79	802
5329	5892	304	473	265	283492	14174.6	269317.4	1976.16	598
5330	8282	212	424	369	406713	65074.08	341638.92	2272.93	618
5331	2711	301	405	279	353639	60118.63	293520.37	1401.31	755
5332	5944	356	384	206	302082	51353.94	250728.06	1839.75	505
5333	4419	252	417	306	404555	93047.65	311507.35	1487.18	760
5334	5202	327	487	349	244273	56182.79	188090.21	1251.37	643
5335	8033	342	418	446	414848	99563.52	315284.48	1890.29	685
5336	4135	324	437	237	416721	120849.09	295871.91	2171	518
5337	7123	224	373	225	463949	51034.39	412914.61	2475.63	689
5338	3773	364	415	200	254305	35602.7	218702.3	1604.76	575
5339	7924	487	492	326	473215	108839.45	364375.55	2673.66	523
5340	2172	261	353	447	437066	74301.22	362764.78	1529.43	811
5341	4622	444	455	265	370614	18530.7	352083.3	2342.42	639
5342	8049	215	385	317	474839	109212.97	365626.03	2682.83	536
5343	7481	209	380	293	318878	86097.06	232780.94	1111.33	766
5344	3729	350	443	351	332752	26620.16	306131.84	1835.42	672
5345	7655	415	445	385	285709	14285.45	271423.55	1991.61	534
5346	5354	270	407	318	467690	23384.5	444305.5	2663.84	679
5347	4602	321	486	410	421951	101268.24	320682.76	1530.99	752
5348	5840	210	392	222	334066	53450.56	280615.44	1183.09	802
5349	2647	248	443	403	391227	23473.62	367753.38	2204.87	656
5350	5485	499	471	401	483001	91770.19	391230.81	1649.44	836
5351	2713	393	467	299	262348	44599.16	217748.84	1168.92	725
5352	6053	426	427	288	323557	80889.25	242667.75	1302.69	703
5353	7640	364	378	282	344996	62099.28	282896.72	1350.59	751
5354	7831	475	374	209	380579	91338.96	289240.04	2122.34	571
5355	4611	206	428	223	321607	90049.96	231557.04	1699.08	595
5356	4601	211	444	230	339036	74587.92	264448.08	1419.61	710
5357	3100	382	405	345	288028	66246.44	221781.56	935.04	829
5358	7567	324	416	357	344877	41385.24	303491.76	2226.92	502
5359	5761	274	494	387	490238	122559.5	367678.5	2697.89	536
5360	9664	292	457	210	281311	45009.76	236301.24	1733.89	560
5361	6309	371	437	248	407302	114044.56	293257.44	1236.39	848
5362	5329	483	419	365	499266	129809.16	369456.84	2215.08	668
5363	8836	332	354	252	281012	81493.48	199518.52	841.18	809
5364	5472	234	451	248	446898	53627.76	393270.24	2616.44	602
5365	6693	265	396	405	321014	57782.52	263231.48	1578.21	676
5366	2267	443	368	424	469681	65755.34	403925.66	1928.4	771
5367	9940	437	403	347	442401	70784.16	371616.84	2726.79	586
5368	7990	395	417	319	280205	81259.45	198945.55	1067.98	725
5369	2479	395	475	358	478933	134101.24	344831.76	1453.82	849
5370	6061	282	403	424	434876	73928.92	360947.08	2401.39	632
5371	5868	391	428	245	324818	64963.6	259854.4	1394.95	743
5372	6147	261	410	446	302835	63595.35	239239.65	1008.64	826
5373	9030	302	422	444	397898	83558.58	314339.42	2306.51	564
5374	7689	406	434	440	313248	78312	234936	1723.88	543
5375	3242	361	397	226	442194	66329.1	375864.9	2757.96	590
5376	5829	436	414	405	475742	71361.3	404380.7	2170.8	726
5377	8715	335	426	312	334394	80254.56	254139.44	1690.8	645
5378	5152	447	350	236	250600	45108	205492	1507.83	508
5379	8107	490	433	209	395755	59363.25	336391.75	1418.24	833
5380	5750	383	394	252	441045	83798.55	357246.45	2376.77	614
5381	4584	425	416	415	455379	63753.06	391625.94	2348	685
5382	3038	283	464	278	436184	65427.6	370756.4	2720.48	597
5383	5797	244	499	423	462798	83303.64	379494.36	2275.26	697
5384	4311	351	471	403	232012	58003	174009	830.75	779
5385	6800	289	450	302	475736	114176.64	361559.36	1524.35	830
5386	3270	455	410	417	481146	43303.14	437842.86	3212.74	579
5387	3903	381	432	249	369071	81195.62	287875.38	1213.69	802
5388	7125	472	482	380	406672	65067.52	341604.48	2506.57	581
5389	7753	470	407	237	231454	43976.26	187477.74	790.41	809
5390	6283	234	470	233	404980	28348.6	376631.4	1587.89	750
5391	9985	285	382	415	306535	42914.9	263620.1	1258.56	785
5392	9237	325	385	351	301891	33208.01	268682.99	1787.55	634
5393	5316	321	374	239	270433	21634.64	248798.36	1491.67	678
5394	2656	420	466	310	366092	51252.88	314839.12	2310.18	536
5395	9444	300	475	252	312431	56237.58	256193.42	1704.46	639
5396	6284	295	493	251	261726	34024.38	227701.62	1087.08	751
5397	6408	233	430	284	365922	58547.52	307374.48	1842.87	672
5398	2180	455	499	429	317095	57077.1	260017.9	1395.83	742
5399	6226	268	424	227	338445	23691.15	314753.85	1327.01	809
5400	6058	269	442	294	427251	111085.26	316165.74	2319.91	546
5401	8040	278	400	241	237490	14249.4	223240.6	1485.23	626
5402	5686	482	449	313	477254	100223.34	377030.66	2766.52	543
5403	5950	333	385	408	329327	69158.67	260168.33	1559.84	675
5404	3903	392	396	339	412486	24749.16	387736.84	2845.08	571
5405	5637	261	470	225	452090	22604.5	429485.5	2857.38	638
5406	9728	231	361	209	452787	99613.14	353173.86	2591.46	582
5407	2729	483	493	329	256589	56449.58	200139.42	843.8	838
5408	4921	459	376	432	394970	110591.6	284378.4	2086.67	521
5409	4556	279	353	219	307538	27678.42	279859.58	1336.09	759
5410	8456	226	424	387	342750	89115	253635	1361.57	703
5411	6340	277	419	277	479238	138979.02	340258.98	1434.55	838
5412	4747	332	355	219	404123	72742.14	331380.86	1986.8	692
5413	4432	276	479	202	316346	22144.22	294201.78	1579.34	701
5414	9353	351	481	202	317239	76137.36	241101.64	1769.12	598
5415	5452	275	478	301	388133	46575.96	341557.04	1440.02	817
5416	3070	240	447	411	299793	26981.37	272811.63	1635.64	691
5417	3858	489	429	264	261462	75823.98	185638.02	1362.15	595
5418	6911	277	486	410	306990	21489.3	285500.7	1363.02	765
5419	2891	266	384	319	423216	122732.64	300483.36	1434.55	773
5420	9660	416	413	334	328043	59047.74	268995.26	1973.79	547
5421	3856	416	493	386	353746	70749.2	282996.8	2076.53	554
5422	7052	237	435	205	296458	68185.34	228272.66	1518.7	627
5423	3224	225	456	439	292105	37973.65	254131.35	1864.73	555
5424	7536	225	475	316	346920	24284.4	322635.6	1360.24	825
5425	7924	354	379	360	343734	85933.5	257800.5	1230.78	791
5426	3895	350	435	209	326511	88157.97	238353.03	1279.53	702
5427	7504	392	410	234	459345	87275.55	372069.45	2730.11	503
5428	7287	491	360	425	408837	77679.03	331157.97	1396.18	827
5429	3753	317	382	321	297034	62377.14	234656.86	1120.29	789
5430	3424	367	396	274	369300	96018	273282	1304.69	785
5431	6509	362	463	361	286913	48775.21	238137.79	1584.34	610
5432	4431	244	410	424	375589	41314.79	334274.21	2223.93	621
5433	9123	232	360	417	301108	48177.28	252930.72	1066.37	836
5434	2041	296	465	230	406284	85319.64	320964.36	2355.12	597
5435	9047	467	415	431	498629	74794.35	423834.65	2819.78	620
5436	2924	270	400	217	290634	78471.18	212162.82	1411.52	625
5437	6376	208	418	378	383641	26854.87	356786.13	2617.97	514
5438	3960	388	404	200	496019	49601.9	446417.1	2131.26	769
5439	4462	243	376	206	243195	12159.75	231035.25	974.05	816
5440	8282	217	468	400	339868	84967	254901	1216.94	752
5441	8985	311	407	275	304533	70042.59	234490.41	1405.89	693
5442	5762	359	439	283	409881	65580.96	344300.04	1451.58	832
5443	5844	416	439	362	458219	91643.8	366575.2	2689.8	513
5444	3926	436	375	313	357141	35714.1	321426.9	1355.15	812
5445	5326	429	397	347	470087	79914.79	390172.21	1862.74	756
5446	5161	347	477	307	260779	36509.06	224269.94	1203.93	719
5447	5946	477	391	445	330370	29733.3	300636.7	1267.5	842
5448	3737	406	474	280	384398	99943.48	284454.52	1705.45	670
5449	8315	459	455	446	362243	83315.89	278927.11	1497.34	738
5450	7659	288	456	215	459757	50573.27	409183.73	3002.45	594
5451	5741	278	394	373	485639	97127.8	388511.2	2329.32	692
5452	6838	441	420	300	395672	63307.52	332364.48	1992.69	692
5453	4990	394	451	260	385960	30876.8	355083.2	1906.16	746
5454	6996	269	400	361	241683	36252.45	205430.55	1102.8	699
5455	3887	215	486	296	418384	100412.16	317971.84	2115.47	622
5456	6614	446	443	341	460870	115217.5	345652.5	2536.28	531
5457	5726	449	485	354	494870	39589.6	455280.4	3340.69	530
5458	8493	359	403	394	340796	88606.96	252189.04	1353.81	710
5459	5261	407	411	416	464674	88288.06	376385.94	2761.79	550
5460	8936	372	390	382	353133	102408.57	250724.43	1503.22	690
5461	9217	467	427	323	370180	18509	351671	1482.66	825
5462	7909	382	395	433	387073	100638.98	286434.02	1367.48	768
5463	4814	325	356	406	374572	101134.44	273437.56	1305.43	699
5464	5618	325	486	340	325715	42342.95	283372.05	2079.28	503
5465	7663	372	400	300	249089	62272.25	186816.75	787.63	826
5466	3429	483	420	350	461231	23061.55	438169.45	1847.34	828
5467	7234	471	377	368	260904	52180.8	208723.2	996.48	780
5468	8128	484	460	305	351023	91265.98	259757.02	1240.12	769
5469	6241	383	474	243	260588	15635.28	244952.72	1629.68	616
5470	2034	381	459	210	281105	16866.3	264238.7	1418.49	719
5471	4684	229	371	441	419286	71278.62	348007.38	2315.3	646
5472	8216	466	457	270	430626	120575.28	310050.72	1480.23	779
5473	9575	432	404	265	354837	46128.81	308708.19	1301.53	844
5474	8586	485	369	241	460080	92016	368064	1975.85	732
5475	8869	286	457	331	282553	14127.65	268425.35	1969.61	567
5476	4146	446	440	321	337327	50599.05	286727.95	2103.91	600
5477	3913	478	389	436	484084	29045.04	455038.96	2442.75	742
5478	3458	383	473	341	454897	45489.7	409407.3	3004.09	515
5479	8028	416	392	351	353000	56480	296520	1777.79	681
5480	4022	389	424	312	235337	32947.18	202389.82	1213.43	689
5481	7374	228	444	210	422452	105613	316839	2107.94	645
5482	9005	394	478	318	399348	51915.24	347432.76	2549.34	519
5483	5612	381	363	226	480231	124860.06	355370.94	1498.26	812
5484	2751	479	422	332	255387	15323.22	240063.78	1597.15	636
5485	7089	369	494	314	348504	17425.2	331078.8	1984.98	691
5486	5335	454	481	352	391932	43112.52	348819.48	2559.51	539
5487	8233	426	400	307	461976	41577.84	420398.16	2256.79	717
5488	8693	290	398	277	386389	77277.8	309111.2	2268.15	504
5489	4427	335	402	277	440215	66032.25	374182.75	1577.57	833
5490	5939	371	440	206	432370	77826.6	354543.4	1903.27	744
5491	2204	222	419	347	287463	60367.23	227095.77	957.44	831
5492	9163	369	354	233	483774	111268.02	372505.98	2233.36	698
5493	5551	493	425	437	449204	125777.12	323426.88	1363.58	840
5494	6339	345	364	323	277843	19449.01	258393.99	1896	507
5495	8192	287	445	420	399232	115777.28	283454.72	1699.45	683
5496	4696	229	374	274	406518	24391.08	382126.92	1611.06	811
5497	4291	277	412	233	249723	72419.67	177303.33	1300.99	503
5498	7982	371	405	336	296913	23753.04	273159.96	1637.73	697
5499	9232	260	399	432	332455	76464.65	255990.35	1222.14	759
5500	9178	292	475	306	356543	21392.58	335150.42	2459.22	594
5501	4154	306	421	382	272932	43669.12	229262.88	1525.29	618
5502	3383	287	369	238	435174	117496.98	317677.02	2331	502
5503	6836	276	444	304	432566	34605.28	397960.72	1677.82	814
5504	8468	446	470	369	456729	95913.09	360815.91	2163.27	688
5505	3023	451	396	315	366264	73252.8	293011.2	1235.35	832
5506	6833	350	470	321	232916	41924.88	190991.12	1145.09	666
5507	7050	304	477	424	380460	22827.6	357632.4	2144.19	673
5508	8466	387	493	318	340270	47637.8	292632.2	1946.89	629
5509	4889	362	361	371	328984	16449.2	312534.8	2293.27	510
5510	5752	288	457	395	393314	43264.54	350049.46	2568.54	586
5511	7994	207	425	388	291677	20417.39	271259.61	1990.41	540
5512	2354	351	467	379	377157	86746.11	290410.89	2130.93	528
5513	9336	242	385	446	323956	68030.76	255925.24	1534.4	655
5514	8591	353	360	402	240107	24010.7	216096.3	911.07	831
5515	7312	470	480	223	385297	80912.37	304384.63	1283.3	835
5516	4284	391	426	204	412797	33023.76	379773.24	1601.14	800
5517	3386	313	496	395	432840	112538.4	320301.6	2350.26	589
5518	7709	491	491	267	322386	58029.48	264356.52	1758.77	646
5519	3791	263	496	353	342045	68409	273636	2007.84	517
5520	2338	492	492	390	443375	119711.25	323663.75	1545.22	783
